Name,Actual_PublishMonth,Predicted_PublishMonth
The Return of Quetzalcoatl: Did it Play a Role in the Conquest of Mexico?,9,1
Modern Techniques for Characterizing Magnetic Materials,4,12
"The True Blade of Power (Lowthar's Blade, #3)",7,1
"The Everything Kids' Science Experiments Book: Boil Ice, Float Water, Measure Gravity-Challenge the World Around You!",10,10
South Wind Through the Kitchen: The Best of Elizabeth David,3,3
Family: Stories from the Interior,6,3
Dave Barry's Gift Guide To End All Gift Guides,10,12
"Strategery: How George W. Bush is Defeating Terrorists, Outwitting Democrats, and Confounding the Mainstream Media",2,1
"Mah Jong, Anyone?: A Manual of Western Play",6,6
"Embryos, Galaxies, and Sentient Beings: How the Universe Makes Life",8,6
Finney's Big Break (Save God's World Series),6,1
The John Hiatt Collection,12,1
Jade Cocoon 2: Prima's Official Strategy Guide,12,1
Medieval Law in Context: The Growth of Legal Consciousness from Magna Carta to The Peasants' Revolt,7,10
"Exiles, Volume 6: Fantastic Voyage",3,2
The Communist Manifesto with Related Documents,2,12
The Guns of the South,5,5
Introductory Algebra,1,3
Sinful Tunes and Spirituals: Black Folk Music to the Civil War,8,7
"Migration Happens: Reasons, Effects and Opportunities of Migration in the South Pacific",8,10
Looking at Philosophy: The Unbearable Heaviness of Philosophy Made Lighter,6,11
Easter Faith: Believing in the Risen Jesus,1,1
The East End Plays: Part 1,12,5
"Jerusalem Combinatorics '93: An International Conference in Combinatorics, May 9-17, 1993, Jerusalem, Israel",1,1
Ethics and the Will: Essays,5,1
The Best of The Nation: Selections from the Independent Magazine of Politics and Culture,7,9
The Art of Nude Photography,9,1
The Web of Life: Weaving the Values That Sustain Us,9,5
The Beardstown Ladies' Little Book of Investment Wisdom,11,10
"The Montreal Canadians: Hockey Champions 1993 (Year in Sports, 1993)",1,1
Dark Horse,8,10
The Collectors Encyclopedia of Flow Blue China,12,12
Managing the New Organisation,4,1
Pillars of Fire: The Battle of Messines Ridge June 1917,9,9
"Discovering the Mysteries of Ancient America: Lost History and Legends, Unearthed and Explored",12,11
Getting the Most Out of Mozart: The Instrumental Works,1,10
A Guide to the Words of My Perfect Teacher,6,1
Hippopotamus Stew and Other Silly Animal Poems,3,11
God Knows My Heart: Finding a Faith That Fits,11,3
Spinning Straw into Gold: What Fairy Tales Reveal About the Transformations in a Woman's Life,2,9
Mother of Reason and Revelation: A Short History of Medieval Jewish Linguistic Thought,1,1
Spytime: The Undoing of James Jesus Angleton,7,9
The Lord of the Rushie River and Simon the Swan: 9,10,1
The Best of Helmut Newton,5,12
Two Towers: The De Christianization Of America And A Plan For Renewal,1,12
The Essential: Mark Rothko,6,8
"Displaying Pictures And Photographs: A Complete Guide to Framing, Arranging, and Lighting Paintings, Prints and Photo graphs",11,1
Mission to the Lord Sophy of Persia (1539 - 1542),12,2
Health Monitoring of Aerospace Structures: Smart Sensor Technologies and Signal Processing,1,1
Experiencing Father's Embrace,4,11
Mr. Washington's Traveling Music: A Joyous Story for Eastertime,1,1
Emmanuel Levinas: His Life and Legacy,8,10
Sex and Death to the Age 14,6,1
Hugh Nibley: A Consecrated Life,1,8
Martin Luther King Jr.,12,1
How to Talk to Anyone: 92 Little Tricks for Big Success in Relationships,10,9
A Scandalous Freedom,6,1
Parents Matter: Parents' Relationships with Lesbian Daughters and Gay Sons,12,1
The Wall of Fame: New York City's Legendary Manny's Music,1,3
Hinterland Warriors and Military Dress: European Empires and Exotic Uniforms,9,1
Personality: theory and research,12,11
Theorising Chinese Masculinity: Society and Gender in China,4,1
Italian Cooking Essentials For Dummies: A Culinary Guide To The Regions And Recipes Of Italy,9,1
"Winesburg, Ohio: Text and Criticism",8,6
"Ringworld's Children (Ringworld, #4)",6,8
The Sun Rises,5,1
Leonard Maltin's Movie Guide 2005,8,4
Hail Mary: The Drew Pearson Story,10,8
Twilight of the Mammoths: Ice Age Extinctions and the Rewilding of America,11,3
The Black-White Test Score Gap,8,1
Old Yeller,5,7
Miss Bindergarten Plans a Circus with Kindergarten,3,12
Undercover,11,10
"The Crime Czar (Tubby Dubonnet, #5)",10,1
David Hilbert's Notebooks And General Foundational Lectures,11,10
The Virgilian Tradition: The First Fifteen Hundred Years,3,3
China's Rise and the Balance of Influence in Asia,6,1
Getting Your Feet Dirty: A Down-To-Earth Look at Following Jesus,3,1
"Superman: The Man of Steel, Vol. 2",11,6
Concordance,8,12
"You Don't Know Jack (NY Girlfriends, #2)",10,9
Chronograph Wristwatches: To Stop Time,1,1
Ithaka,1,10
The Chinatown Death Cloud Peril,6,5
Las mil y una noches,6,7
High Wizardry (Young Wizards #3),10,10
"Classics of Buddhism and Zen, Volume 3: The Translated Works of Thomas Cleary (Classics of Buddhism and Zen)",12,12
Theories of Rape: Inquiries Into the Cause of Sexual Aggression,6,1
The Economist Guide to Global Economic Indicators,11,1
"Gaussian Self-Affinity and Fractals: Globality, the Earth, 1/F Noise, and R/S",12,8
"Liberty, Equality, and Power: A History of the American People, Volume I: To 1877",3,1
"Untangling the Web: Sex, Porn, and Fantasy Obsession in the Internet Age",11,3
"Tumult Of Images: Essays On Yeats And Politics (The Literature Of Politics, The Politics Of Literature   Proceedings Of The 1991 Leiden Iasail)",1,1
Free Inside and Out,3,5
"Murder in a Minor Key (Murder, She Wrote, #16)",10,4
Trouble at the Mines,10,1
The Thebaid: Seven Against Thebes,1,3
Whose Wedding Is It Anyway?,12,2
The Human War,9,12
Field Guide to the U.S. Economy: A Compact And Irreverent Guide to Ecnomic Life in America,8,6
Curious George at the Laundromat,10,10
"Better Bones, Better Body: Beyond Estrogen and Calcium",4,9
Charm City (Tess Monaghan #2),10,4
Tomorrow's God: Our Greatest Spiritual Challenge,1,8
King of Crazy River,1,1
Musashi #9: Volume 3 (Musashi #9),6,6
A Survey of Old Testament Introduction,8,12
Double Burden: Black Women and Everyday Racism: Black Women and Everyday Racism,4,6
"Dr. Nightingale Goes the Distance (Dr. Nightingale Mystery, Book 4)",8,11
Skidamarink: A Silly Love Song to Sing Together,12,2
"Garfield Gains Weight (Garfield, #2)",7,4
"The Saxon Shore (Camulod Chronicles, #4)",11,10
Biological and Behavioral Technologies and the Law,8,1
Birch Browsings: A John Burroughs Reader,10,10
An Unfinished Life,8,6
Metacognition: Cognitive and Social Dimensions,7,1
"Cardington Crescent (Charlotte & Thomas Pitt, #8)",4,4
My Life in the Nineties,10,10
"Ultimate Marvel Team-Up, Vol. 3",8,10
The One Percent Doctrine: Deep Inside America's Pursuit of Its Enemies Since 9/11,7,10
Dream Makers: Untamed / Less of a Stranger,9,9
"Preserving Charleston's Past, Shaping Its Future: The Life and Times of Susan Pringle Frost",10,1
Santuario,9,8
The Guide to a Successful Managed Services Practice: What Every Smb It Service Provider Should Know about Managed Services,8,5
Metabolism of Minerals and Trace Elements in Human Disease,12,1
Gypsies in the Ottoman Empire: Volume 22: A Contribution to the History of the Balkans,8,1
Peoples and Cultures of the Middle East,7,6
God's Little Instruction Book for Mom,4,9
"Brothers and Sisters: A Special Part of Exceptional Families, Third Edition",8,10
The Harmony of Illusions: Inventing Post-Traumatic Stress Disorder,11,4
Little Women: A Kaplan Vocabulary-Building Classic for Young Readers,4,2
The Loch Ness Monster (The Mystery Library),12,12
Orley Farm,2,5
The Conquest of Happiness,2,11
New York Interiors = Interieurs New-Yorkais (Interiors (Taschen)),5,10
Candy Licker,12,9
"The Psyche As Sacrament: A Comparative Study of C.G. Jung and Paul Tillich (Studies in Jungian Psychology by Jungian Analysts, 7)",12,1
"Life Is a Road, Ride It Hard!",8,12
Rats: Observations on the History & Habitat of the City's Most Unwanted Inhabitants,4,12
LSAT Workout,6,8
Indelible Acts,8,2
Readings in Latin American Politics: Challenges to Democratization,2,6
The Wanderings of Odysseus: The Story of The Odyssey,6,10
"The Cost of Being Poor: A Comparative Study of Life in Poor Urban Neighborhoods in Gary, Indiana",7,12
Art on Fire: The Politics of Race and Sex in the Paintings of Faith Ringgold,6,3
Captain of Innocence,10,5
"Ghosts, Gales and Gold",12,1
Urban Development in Southeast Asia: Regional Cities and Local Government,7,1
Shamail-E-Tirmizi,12,1
"Greek Lyric, Volume IV: Bacchylides, Corinna, and Others",1,6
"Race, Nature and Culture: An Anthropological Perspective",8,11
From the Neck Up: An Illustrated Guide to Hatmaking,4,9
Lineare Algebra,3,10
The Ghostly Lover,12,7
"Holiday Pumpkins: A Collection of Inspired Recipes, Gifts and Decorating Ideas",8,1
Voices From Fatherhood: Fathers Sons & Adhd,5,1
Geometrical and Statistical Methods of Analysis of Star Configurations Dating Ptolemy's Almagest,8,1
Memory Search by a Memorist,10,1
"Star Ware: The Amateur Astronomer's Ultimate Guide to Choosing, Buying, & Using Telescopes & Accessories",7,12
The Lute in Britain: A History of the Instrument and Its Music,10,12
"MÃ¤dchen in Hyazinthblau, GroÃŸdruck",10,6
Egon Schiele: Life and Work,10,12
Reading Together Pack Two: Yellow (Reading and Math Together),9,1
African Literature in Defence of History. an Essay on Chinua Achebe,1,1
Psychiatric Diagnosis and Classification,4,1
Lucian: On the Syrian Goddess,4,1
Leroy Grannis: Surf Photography of the 1960s and 1970s,1,4
The Instinct of Workmanship and the State of the Industrial Arts,9,1
Instant Relief: Tell Me Where It Hurts and I'll Tell You What to Do,6,1
"Beazley Addenda: Additional References to ABV, Arv((+2)), and Paralipomena",3,1
"String Theory in Curved Space Times, a Collaborative Research Report",6,1
The Prayer of Jabez for Little Ones,6,6
Give It Up! And Other Short Stories,1,9
Gone to Texas: A History of the Lone Star State,2,7
"El envase de leche: Let's Read About the Milk Carton Book Set, Spanish Edition",7,1
It's a Meaningful Life: It Just Takes Practice,3,3
"I Survived, Didn't I? the War Memoirs of Private Charlie Byrne, 1916-18",6,1
Why the West has Won,11,9
Johnny's Girl: A Daughter's Memoir of Growing Up In Alaska's Underworld,9,9
The Splendor of Accuracy: An Examination of the Assertions Made by Veritatis Splendor,12,1
G. A. T. Abouts Count at the Zoo,12,1
Dead Woman's Sister,6,1
Uncle John's Bathroom Reader Plunges into the Presidency,9,4
Walden & Resistance to Civil Government (Critical Edition),8,9
Seven Steps to Help Your Child Worry Less: A Family Guide,4,1
"I Like You to Make Jokes With Me, but I Don't Want You to Touch Me",1,1
Focus Academic Skills for Ielts,11,12
"The 'Ancient Supremacy': Bukhara, Afghanistan and the Battle for Balkh, 1731-1901",1,9
The Unknown Soldier,1,1
Lord Is My Shepherd,12,11
"The Secret at Solaire (Nancy Drew, #111)",2,9
Lucchesi and The Whale,6,11
Sunflower Facing the Sun,9,7
When Nietzsche Wept,1,6
The 47 Ronin: A Story of Samurai Loyalty and Courage,3,4
Enfance,10,6
"The Cube and the Cathedral: Europe, America, and Politics Without God",2,2
The Compleat Turkey,1,9
Importance of Being Idle,10,4
"The Stars at War II (Starfire, #1,4)",7,8
Vintage Labels and Posters CD-ROM and Book,7,10
"Ultimate Spider-Man, Volume 7",10,10
Snobbery With Violence,1,1
The City and the Veld: The Fiction of Doris Lessing,1,1
Mad Genius Controversy: Study in the Sociology of Development,4,1
Tolkien: A Cultural Phenomenon,1,12
Sins of the Mother,2,12
I Do! The Great Celebrity Weddings - From the editors of People magazine,11,12
The One-Day Millionaires,4,1
The Birth of God,11,6
Golden Days,10,3
How To Draw Nintendo Heroes And Villians,2,6
"I, Sherlock Holmes: Memoirs of Mr. Sherlock Holmes, Om, Late Consulting Private Detective-In-Ordinary to Their Majesties Queen Victoria, King Edward VII, and King George V",1,6
Miracles on the Water: The Heroic Survivors of a World War II U-Boat Attack,3,5
The Cruise of The Vanadis,6,4
The Joy of Listening to God,1,1
Essentials of Conservation Biology,6,2
The Watch,12,3
Conversational Style,7,3
In the Shadow of the Steeple: The Vital Role of the Smaller Church in a Megachurch World,6,12
Free Energy Transduction and Biochemical Cycle Kinetics,12,1
Poetry as Prayer: Psalms,12,12
Song of the Beast,5,12
Lady Susan/The Watsons/Sanditon,1,3
At the French Baron's Bidding,2,6
Black Eagles,6,5
Bacon: The New Organon,1,1
The Happiest Man Alive: A Biography of Henry Miller,12,4
Darwin's God: Evolution and the Problem of Evil,6,7
Double Helix,5,10
Bazin at Work,3,3
On the Problem of Empathy,1,12
"Musings of a Barrio Sack Boy: In English, Spanish, and Spanglish",6,1
Dress Code: Interior Design for Fashion Shops,4,1
Acting Without Agony: An Alternative to the Method,11,1
Dangerous To Know: Undercover Man / Perfect Double,6,5
"The Dawn of Fury (Trail of the Gunfighter, #1)",12,7
Board Stiff Tee: Transesophageal Echocardiography,4,1
"Badger's Moon (Sister Fidelma, #13)",7,12
An Audience for Einstein,1,11
Essential Technique - Keyboard Percussion Intermediate to Advanced Studies (Book 3 Level),5,1
The Legend of Old Befana,9,10
Cyril Connolly: A Life,5,10
Making Sense of War: The Second World War and the Fate of the Bolshevik Revolution,4,9
"Moroccan Mirages: Agrarian Dreams and Deceptions, 1912-1986",10,1
Provence: The Collected Traveler: An Inspired Anthology & Travel Resource (The Collected Traveler),3,7
Tough Love.,7,1
"The Memory of Earth (Homecoming, #1)",1,5
Accelerating the Globalization of America: The Role for Information Technology,6,10
Making it Stick: Techniques for Developing a Near-Perfect Memory,1,3
Introducing Postfeminism,4,12
"A Season for Goodbye (One Last Wish, #11)",3,9
No Pasaran! Vol. 2,9,10
Algebra 1,4,1
The Conversion,12,3
"The Scientific Papers Of J. Willard Gibbs, Vol. 1: Thermodynamics",8,1
"Vicinity Cluster (Cluster, #1)",6,1
"Trials of Death (Cirque Du Freak, #5)",1,12
The World of Marcel Duchamp: 1887 - 1968,1,11
The King Arthur Flour 200th Anniversary Cookbook: All the joy and variety of baking-the experience and tradition of America's most historic flour company,9,7
Psychology from an Empirical Standpoint,11,1
Object-Oriented Design Heuristics,4,11
Practical Nuclear Medicine,9,12
Stories and Poems (Classic Retelling),8,3
Growing Under Glass,3,1
NÅ And Bunraku: Two Forms of Japanese Theatre,1,8
Concerning the Book that is the Body of the Beloved,9,9
Transforming Work: An Experiment in Right Livelihood,3,4
Richard Long: Walking in Circles,10,8
"Why Suicide?: Answers to 200 of the Most Frequently Asked Questions about Suicide, Attempted Suicide, and Assisted Suicide",2,1
"Dangerous to Love (includes: Childfinders, Inc., #5)",6,1
Long Day's Journey Into Night: Native Eloquence,4,10
"Women, Poverty and AIDS: Sex, Drugs and Structural Violence",9,5
Baby Girl,10,11
Friction: An Ethnography of Global Connection,11,3
The Creative Myth and the Cosmic Hero: Text and Context in Ernest Becker's the Denial of Death,10,1
In Search of Divine Reality: Science as a Source of Inspiration,8,7
Child's Prey,7,3
Der Briefwechsel: Mit Fontanes Briefen an Karl Eggers und der Korrespondenz von Friedrich Eggers mit Emilie Fontane,2,3
Rat Pack Confidential,9,6
Espaces et Societes: ActualitÃ©s de Henri Lefebvre,9,1
Twice Dead Things,11,8
Black Earth City: When Russia Ran Wild (And So Did We),3,10
"The Worst Years of Your Life: Stories for the Geeked-Out, Angst-Ridden, Lust-Addled, and Deeply Misunderstood Adolescent in All of Us",8,2
Jellied Eels and Zeppelins,11,1
"A Mystery Bred in Buckhead (Sheila Travis, #6)",1,3
Dr. Bloodmoney,5,8
Tempest,5,12
Pericles: Prince of Tyre,1,10
Pastoral Care in Context,1,1
The Millionaire Next Door,10,5
Who's Looking Out for You,9,4
Science of Logic,8,10
Chronicles Of Faith: The Autobiography of Frederick D. Patterson,6,1
Lids and Nasolacrimal System: Clinical Procedures Series,3,1
"Home Education Resource Guide: A Comprehensive Guide for the Parent-Educator to Curriculums, Correspondence Schools ...",8,1
Do and Dare,5,10
Poetry and Prose,8,12
The Encyclopedia of Daytime Television,10,12
Ancient Rome and Pompeii (Magic Tree House Research Guides),4,1
Control Your Destiny or Someone Else Will,8,1
Wraith (World of Darkness),4,9
"Failure of the Founding Fathers: Jefferson, Marshall, and the Rise of Presidential Democracy",4,1
Site-Seeing: A Visual Approach to Web Usability,7,8
A Passionate Girl,3,12
Situating Sartre in Twentieth Century Thought and Culture,8,1
Missing Measures: Modern Poetry and the Revolt against Meter,3,2
Whitemarsh Hall: The Estate of Edward T. Stotesbury (Images of America: Pennsylvania),10,3
"Lest We Forget: The Kingsmen, 101st Aviation Battalion, 1968",12,10
Hamlet II: Ophelia's Revenge,1,7
"Now I Know My 1,2,3's",4,1
Christie Todd Whitman: The Making of a National Political Player,7,1
The General in His Labyrinth,10,6
Catch the Wind!: All about Kites,5,2
Interpretation of the Bible: The International Symposium in Slovenia,1,1
La RÃ©volution franÃ§aise,3,10
Narrative of a Child Analysis (The Writings of Melanie Klein) (The Writings of Melanie Klein),11,12
Teach Yourself to Play Piano,7,2
Brief Lessons in High Technology: A Primer on Seven Fields That Are Changing Our Lives,8,1
Pier Paolo Pasolini: Contemporary Perspectives (Toronto Italian Studies),12,1
The Ann Lovejoy Handbook of Northwest Gardening: Natural-Sustainable-Organic,10,4
Battle of the Bulge 1944: Hitler's Last Hope,11,1
"The Grave Maurice (Richard Jury, #18)",9,5
The Beginning of History: Value Struggles and Global Capital,2,1
Like One of the Family: Conversations from a Domestic's Life,10,8
Granta 71: Shrinks,2,6
"Tony Hillerman: The Leaphorn  Chee Novels: Skinwalkers, A Thief of Time, Coyote Waits",5,12
Henry Purcell in Japan: Poems,2,1
Percy's Chocolate Crunch Book & CD (Book and CD),1,8
Java Student Solutions Manual to Accompany Java: How to Program,4,11
The Jewish Book of Living and Dying,10,1
"A Guide for Using Catherine, Called Birdy in the Classroom",4,1
Transition Game: How Hoosiers Went Hip-Hoop,2,4
Crafting for Good Feng Shui: 40 Projects to Bring Harmony to Your Home,3,12
On Becoming a Professional Chef,12,1
The Artifact,3,2
"A Heart Full of Hope (Christy Miller, #6)",2,6
La bruja y el capitÃ¡n,1,3
"Secret of the Planet Makon (Daystar Voyages, #1)",1,9
Wild People: Travels with Borneo's Head-Hunters,1,10
When Darkness Falls and Other Stories,4,8
Mama Bear,9,12
Le Pape PeÌlerin: Les Voyages De Jean Paul Ii,1,1
"Race, Class, and the State in Contemporary Sociology: The William Julius Wilson Debates",3,1
Volcano Cowboys: The Rocky Evolution of a Dangerous Science,1,10
"Romances (The Tempest, Pericles, The Winter's Tale, Cymbeline) (Everyman's Library)",4,12
Defa: East German Cinema 1946-1992,8,8
Cat's Pilgrimage,1,3
The First Day on the Somme,7,12
"Soros: The Unauthorized Biography, the Life, Times and Trading Secrets of the World's Greatest Investor",5,11
Next of Kin: My Conversations with Chimpanzees,9,3
Mars: Uncovering the Secrets of the Red Planet,4,1
The Bohemian Body: Gender and Sexuality in Modern Czech Culture,4,3
"Simple Algebras, Base Change, and the Advanced Theory of the Trace Formula. (Am-120), Volume 120",9,1
Between Genealogy & Epistemology,3,1
Love and Other Games of Chance: A Novelty,2,6
Responses Magnetic,5,5
The Dead Sea Cipher,7,10
"International Marketing by Graham, Cateora--Study Guide",10,10
The Art of Rock,10,6
Repression of Heresy in Medieval Germany,5,1
Barks and Purrs,2,1
Under the Wild Western Sky,5,10
Wild Card Quilt: Taking a Chance on Home,4,3
A Slide Atlas of Major Surgical Procedures Using Laparoscopy,11,1
Wild Girl & Gran,9,6
"African Trio: Talatala, Tropic Moon, Aboard the Aquitaine",5,1
"Group Work: Cybernetic, Constructivist & Soc.Construcionist Persp.",2,1
Weeds in Bloom: Autobiography of an Ordinary Man,7,9
Introduction to C# Using .Net,10,3
The Sacred Pool,5,8
"You are Microscopic (Choose Your Own Adventure, #130)",11,10
Les Chronolithes,4,3
Do Ducks Live in the Desert?: A Book about Where Animals Live,1,4
A Spy In The Bookshop: Letters Between Heywood Hill and John Saumerez Smith 1965-74,11,9
A Treatise of Human Nature - Vol I,1,3
"The Mystery at the Dog Show (The Boxcar Children, #35)",7,6
NaguiÌ‚B Mahfouz: ReÌCits Et Codes Culturels,11,1
Monte Carlo Simulation,4,9
Analogical Possibilities: How Words Refer to God,1,1
Wayward Souls: A Renaissance,10,1
"Essential Peter Parker, the Spectacular Spider-Man, Vol. 1",5,9
The New Erotic Photography,1,4
"Dodge M37 Restoration Guide: Covers All 1951-1968 Military M37, M42, M43, & B1 Models",9,1
Galileo Galilei: A Life of Curiosity (Pull Ahead Books: Biographies),4,11
How To Seduce A Man And Keep Him Seduced,12,10
Window Shopping: Cinema and the Postmodern,8,6
"Charles Grandison Finney, 1792-1875: Revivalist and Reformer",12,1
"MisÃ©rÃ©rÃ© (Le royaume du nord, #3)",10,7
Glimpse After Glimpse: Daily Reflections on Living and Dying,5,9
Mirror Image,7,12
Unveiling Islam: An Insider's Look at Muslim Life and Beliefs,8,7
Death of a Naturalist,10,4
Power English Eight: Basic Language Skills for Adults (Cambridge Adult Education),1,1
Affirmative Exclusion: Cultural Pluralism and the Rule of Custom in France,4,5
"Nepal: Chandra Bahadur Ale's Painting: ""Simple Living""",1,1
Normal Mode Analysis: Theory and Applications to Biological and Chemical Systems,12,12
Kurt Weill Songs - A Centennial Anthology - Volume 1,12,1
Thinking Points: Communicating Our American Values and Vision,10,10
The Geography of Nowhere: The Rise and Decline of America's Man-Made Landscape,7,2
"Appomattox (The Civil War Battle Series, #10)",7,12
Wake of the Perdido Star,9,10
"The Burning Plain (Henry Rios Mystery, #6)",1,5
Contested Truths: Keywords in American Politics Since Independence,3,12
"The Riddle of the Red Purse (Polka Dot Private Eye, #7)",9,4
Cuando Dios Susurra Tu Nombre,1,6
"Deep Fire Rising (Philip Mercer, #6)",12,1
Inside Cannery Row: Sketches from the Steinbeck Era in Words and Pictures,12,1
The Tao of Elvis,6,4
The Magus of the North: The Ideas of Johann Georg Hamann,10,1
The Complete Etchings of Rembrandt: Reproduced in Original Size,10,8
Indecent Deception,3,11
Java Enterprise in a Nutshell,9,1
Glory Yards: A Game-By-Game History of the South's Most Legendary Pigskin Bloodletting,8,1
"The Visual Arts: A History, Volume 2",5,12
A Hunger,8,8
Why Christians Get Sick,8,6
5 Minute Church Historian: Maximum Truth in Minimum Time,10,10
Social Ecology and Communalism,6,2
Their Faith Has Touched Us: The Legacies of Three Young Oklahoma City Bombing Victims,2,1
Right to Vote,7,12
Our Kind of People: Inside America's Black Upper Class,12,2
"Le Chat, Tome 10 : Le Chat est content",10,6
Water Found on Mars,8,10
The Best American Erotica 2003 (Best American Erotica),2,6
Bad Ben and the Monster,4,1
Correspondance d'AbÃ©lard et HÃ©loÃ¯se,10,3
512 Ants On Sullivan Street,7,8
AH-64 Apache Units of Operations Enduring Freedom & Iraqi Freedom,5,12
Anne Rice Reader,2,9
Everyday Fashions of the Twenties: As Pictured in Sears and Other Catalogs,12,10
Experimental Music: Cage and Beyond,7,5
Walter Benjamin: Overpowering Conformism,7,9
Ezra Pound: Poems,4,4
"I Just Hope It's Lethal: Poems of Sadness, Madness, and Joy",10,7
Along The Road To Heaven: Songs and poems about Polk County Florida,8,10
The Return of King Arthur: The Legend Through Victorian Eyes,9,9
"John Locke and the Origins of Private Property: Philosophical Explorations of Individualism, Community, and Equality",1,1
"Blondes in Venetian Paintings, the Nine-Banded Armadillo, and Other Essays in Bi",2,1
Geis of the Gargoyle (Xanth #18),10,9
Chocolate Unwrapped: The Surprising Health Benefits of America's Favorite Passion,10,9
The Diviners: A Book Length Poem,11,3
Father-to-be,1,1
21st Century Synonym and Antonym Finder,4,6
Twentieth Century Mythologies,8,4
Los Angeles Dodgers,3,12
The Forbidden Marriage,9,1
Rinderpest and Peste Des Petits Ruminants: Virus Plagues of Large and Small Ruminants,12,12
The Labyrinth of Solitude: Life and Thought in Mexico,12,3
"Historia de las Cruzadas: Cristiandad, Islam, Peregrinaje, Guerra",10,3
Sentencing and Punishment: The Quest for Justice,6,12
"A Day, a Night, Another Day, Summer",6,4
Playing in Traffic on Madison Avenue: Tales of Advertising's Glory Years,4,10
Beginner's Welsh,6,2
The Call and the Echo: Sufi Dreamwork and the Psychology of the Beloved,5,1
South of the Northeast Kingdom,10,5
"Call Center Operation: Design, Operation, and Maintenance",4,4
Divine Foreknowledge: Four Views,10,10
God Has One Eye: The Mystics of the World's Religions,12,9
Fight On!: Mary Church Terrell's Battle for Integration,4,5
Essentials of Anatomy & Physiology,3,11
Raising Ursa,2,1
Globalization and History: The Evolution of a Nineteenth-Century Atlantic Economy,1,5
The Annotated Archy and Mehitabel,8,11
Post-Modernism,11,1
The Hazards of Sleeping Alone,9,9
"Grandma, Grandpa and Me: Stuff Kids Tell Us",7,1
The Color of God,9,9
London: A History (Chronicles),7,8
Postmodernism: A Reader,2,12
Knowledge and Data Management in GRIDs,11,1
The Cinema of George A. Romero: Knight of the Living Dead,11,4
Geoffrey's Journey Home: A Story about One Dog's Journey Home to Heaven and How I Learned to Live Without Him,2,10
Antonï¿½n Kratochvï¿½l,8,2
I Am the Blues: The Willie Dixon Story,8,9
"Tourism, Globalization and Development: Responsible Tourism Planning",9,1
New Orleans (Images of America: Louisiana),10,12
Self and Others,11,9
A Love Noire,6,4
Color Atlas of Sexual Assault,8,1
"A Heart, a Cross, and a Flag: America Today",9,3
Through Other Continents: American Literature Across Deep Time,10,5
Finding Sanctuary: Monastic Steps for Everyday Life,12,3
McCance and Widdowson's The Composition of Foods,9,1
To the Vanishing Point,12,1
"Dynamic Order:  The Problem Of Method In Evolving Nature:  With Letters From N. Rescher, L. Pauling, J. Eccles, And K.R. Popper",8,1
"On the Ocean Floor  (The Magic School Bus, #5)",7,3
The Golden Builders,9,1
"Tong Lashing (Sir Apropos of Nothing, #3)",5,6
'Into Another Mould': Aspects of the Interregnum,1,12
"Ultimate Spider-Man, Volume 3: Double Trouble",11,9
"Facing Tomorrow: What the Future Has Been, What the Future Can Be",9,1
In the Permanent Way,4,1
Toffee takes a nap,10,3
The Effects of Intimate Partner Violence on Children,8,1
Ecstasies: Deciphering the Witches' Sabbath,6,1
Southern Living 2003 Garden Annual,2,10
Alice and Greta's Color Magic,8,9
Dog,1,9
Man of the Century: The Life and Times of Pope John Paul II,9,9
Living the Simple Life,5,1
Soul Harvest: An Experience in Sound and Drama,10,1
The Social Services Crisis Of The 1990's: Strategies For Sustainable Systems In Tanzania,1,1
"Slippage: Precariously Poised, Previously Uncollected Stories",3,1
Just the Facts 101 Textbook Key Facts: Studyguide for Organized Crime,12,10
Ideas for a Philosophy of Nature: As Introduction to the Study of This Science 1797,2,4
The 5 Secrets to Becoming a Leader,5,1
High Tide,9,1
A New Green History of the World,5,2
Dandelion Wine,2,7
Challenging Postmodernism: Philosophy and the Politics of Truth,10,2
Ross Perot: What Does He Stand For?: The Unauthorized Biography,6,1
Long Journey Home: A Guide to Your Search for the Meaning of Life,11,8
The No-Nonsense Real Estate Investor's Kit: How You Can Double Your Income by Investing in Real Estate on a Part-Time Basis,4,12
After the Ceasefires: Catholics and the Future of Northern Ireland,5,1
The Yoni: Sacred Symbol of Female Creative Power,4,8
Brazil (Lonely Planet Guide),1,10
Patterns in Plant Development,5,10
Passions of the Cut Sleeve: The Male Homosexual Tradition in China,12,11
Streetwise,9,1
"Falstaff, Cloth, It/En: Vocal Score",11,11
Baby Rattlesnake,3,6
"The Book of Three (The Chronicles of Prydain, #1)",5,9
Freedom from the Known,3,8
"Riders of Judgement (Danny Duggin, #3)",1,7
"Quality, Productivity, and Competitive Position",12,6
Gods and Heroes of Ancient Greece,10,3
C++: A Beginner's Guide,12,6
Mean Mordred and the Final Battle (Crazy Camelot),1,12
Until Death Do We Part,5,10
Bel Canto: A Theoretical and Practical Vocal Method,6,1
"Lover Under Cover (Trinity Street West, #2)",1,7
"Fire and Ice (Liam Campbell, #1)",9,9
The Global Korean Motor Industry: The Hyundai Motor Company's Global Strategy,1,1
The Culture and Commerce of the American Short Story,2,1
Wicked Words,9,9
Loss of El Dorado,10,2
"Stolen (Women of the Otherworld, #2)",9,4
The Red Notebook: True Stories,6,3
The Mac Book of Excel 4,9,1
"Children's Songbook: Over 130 All-Time Favorites to Play, Listen and Sing",3,10
